# pgc	lat[deg]	long[deg]	czHelio[km/s]	mu	muError	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
34028	38.5260	272.0960	3695	33.45	0.50	108821	1	38.53	272.10	3695	33.45	0.50
34030	56.2519	148.3146	699	29.90	0.30	111795	1	56.25	148.31	699	29.90	0.30
34031	24.6360	280.2225	8786	34.82	0.40	0	1	24.64	280.22	8786	34.82	0.40
34073	62.9930	238.7635	10323	36.16	0.40	0	1	62.99	238.76	10323	36.16	0.40
34119	36.1077	274.1571	8111	34.99	0.40	0	1	36.11	274.16	8111	34.99	0.40
34121	67.4003	217.3115	6336	34.48	0.40	0	1	67.40	217.31	6336	34.48	0.40
34147	-8.0386	294.3779	1329	30.46	0.54	212211	1	-8.04	294.38	1329	30.46	0.54
34160	31.1755	277.2464	1373	31.37	0.24	101245	3	31.15	277.27	1377	31.64	0.18
34176	67.2290	220.1646	86	21.90	0.16	0	1	67.23	220.16	86	21.90	0.16
34183	15.4107	284.9443	5165	34.19	0.40	111669	1	15.41	284.94	5165	34.19	0.40
34204	57.3950	253.0952	7033	35.54	0.40	107743	1	57.40	253.10	7033	35.54	0.40
34211	62.7729	241.1308	3248	33.39	0.40	112331	1	62.77	241.13	3248	33.39	0.40
34248	65.5384	231.6633	1297	31.66	0.30	100023	16	66.58	232.39	1143	31.81	0.10
34249	64.6444	167.1939	2199	32.37	0.40	0	1	64.64	167.19	2199	32.37	0.40
34257	63.2113	240.4282	631	29.76	0.40	110122	4	64.37	241.33	750	29.90	0.11
34260	68.5774	198.6375	2004	32.65	0.54	112904	1	68.58	198.64	2004	32.65	0.54
34267	61.6445	244.8953	13972	36.55	0.40	0	1	61.64	244.90	13972	36.55	0.40
34292	29.8605	278.4674	3369	33.02	0.30	111838	1	29.86	278.47	3369	33.02	0.30
34308	52.6902	142.1436	1969	31.87	0.30	0	1	52.69	142.14	1969	31.87	0.30
34326	66.1385	230.0819	837	31.49	0.28	100023	16	66.58	232.39	1143	31.81	0.10
34328	-21.2311	300.1325	12108	36.29	0.50	0	1	-21.23	300.13	12108	36.29	0.50
34362	24.8524	281.2381	3017	33.14	0.30	101246	3	24.90	281.12	2943	33.14	0.30
34373	62.4295	243.9975	5880	34.87	0.40	0	1	62.43	244.00	5880	34.87	0.40
34411	68.8730	209.5590	8159	35.86	0.40	102748	2	69.08	209.10	8125	35.86	0.40
34415	66.3784	230.6410	675	31.51	0.28	100023	16	66.58	232.39	1143	31.81	0.10
34426	66.4220	230.5990	930	31.76	0.28	100023	16	66.58	232.39	1143	31.81	0.10
34433	66.4811	230.4027	1211	31.77	0.28	100023	16	66.58	232.39	1143	31.81	0.10
34443	10.8205	287.4914	4334	33.39	0.40	100779	4	11.33	287.41	4373	33.69	0.23
34445	24.0307	281.8854	2612	31.90	0.40	112712	1	24.03	281.89	2612	31.90	0.40
34465	11.5414	287.2455	4453	34.00	0.50	100779	4	11.33	287.41	4373	33.69	0.23
34468	68.1462	220.4150	9735	36.11	0.40	0	1	68.15	220.41	9735	36.11	0.40
34478	58.2016	254.0055	1582	32.51	0.54	100444	5	57.78	256.65	1563	32.20	0.19
34487	30.5407	278.8084	7179	34.87	0.40	109824	1	30.54	278.81	7179	34.87	0.40
34497	67.5235	177.9562	1940	32.28	0.54	100783	4	68.38	174.70	2008	31.99	0.26
34499	23.1293	282.4459	9330	35.65	0.40	103069	2	22.98	282.61	9769	35.65	0.40
34508	59.9290	152.5339	2873	33.01	0.40	112503	1	59.93	152.53	2873	33.01	0.40
34519	18.8796	284.3557	3096	33.38	0.30	112247	1	18.88	284.36	3096	33.38	0.30
34548	11.3152	287.5077	4351	33.45	0.50	100779	4	11.33	287.41	4373	33.69	0.23
34554	26.0996	281.2132	731	29.13	0.12	110259	1	26.10	281.21	731	29.13	0.12
34561	63.7840	161.5458	2328	32.72	0.30	112065	1	63.78	161.55	2328	32.72	0.30
34566	54.4618	143.5422	1732	32.71	0.28	100201	8	55.24	143.83	1809	32.43	0.13
34568	69.1026	212.6177	7547	34.95	0.40	100619	4	69.19	213.55	7680	34.95	0.40
34583	55.1001	144.3396	2021	32.39	0.28	100201	8	55.24	143.83	1809	32.43	0.13
34590	33.5627	277.5080	8580	35.94	0.40	0	1	33.56	277.51	8580	35.94	0.40
34593	13.2732	286.8217	5565	35.00	0.50	102776	2	13.24	286.73	5540	35.00	0.50
34608	29.2633	279.8340	9119	35.68	0.40	101832	2	29.39	280.13	9044	35.68	0.40
34612	64.2211	241.3305	807	30.51	0.30	110122	4	64.37	241.33	750	29.90	0.11
34630	68.0594	224.6663	6221	34.67	0.17	108274	1	68.06	224.67	6221	34.67	0.17
34644	63.6520	243.4062	10100	36.04	0.40	0	1	63.65	243.41	10100	36.04	0.40
34650	57.9192	148.2273	20880	37.16	0.20	103233	1	57.92	148.23	20880	37.16	0.20
34675	54.3778	261.0635	7387	34.98	0.40	107373	1	54.38	261.06	7387	34.98	0.40
34681	68.6382	182.4289	7557	35.17	0.40	109679	1	68.64	182.43	7557	35.17	0.40
34684	67.2280	230.7671	1487	31.80	0.24	100023	16	66.58	232.39	1143	31.81	0.10
34691	36.6241	276.2199	1337	32.42	0.54	0	1	36.62	276.22	1337	32.42	0.54
34692	47.5488	135.7685	1302	30.96	0.45	113016	1	47.55	135.77	1302	30.96	0.45
34695	64.4183	241.9601	728	29.77	0.13	110122	4	64.37	241.33	750	29.90	0.11
34697	64.7808	240.8509	845	30.10	0.30	110122	4	64.37	241.33	750	29.90	0.11
34713	59.9504	252.8340	6191	34.42	0.40	0	1	59.95	252.83	6191	34.42	0.40
34717	47.6716	268.4120	6895	34.92	0.50	108614	1	47.67	268.41	6895	34.92	0.50
34718	55.4288	144.2186	1946	32.81	0.30	100201	8	55.24	143.83	1809	32.43	0.13
34719	69.7856	208.1714	1507	32.55	0.40	112892	1	69.79	208.17	1507	32.55	0.40
34731	46.6156	269.3785	1816	31.65	0.50	100726	4	47.24	270.05	1827	32.11	0.16
34733	69.8057	195.8195	2182	32.46	0.30	0	1	69.81	195.82	2182	32.46	0.30
34739	50.5336	265.7726	8719	36.03	0.50	100313	6	50.56	265.91	8596	35.68	0.29
34763	68.6216	223.7247	6288	34.73	0.17	110547	1	68.62	223.72	6288	34.73	0.17
34772	69.3392	186.9631	10730	35.49	0.40	100127	10	69.46	187.11	10468	35.98	0.11
34778	57.7988	256.9256	1315	32.15	0.28	100444	5	57.78	256.65	1563	32.20	0.19
34780	57.7730	256.9856	1780	32.16	0.28	100444	5	57.78	256.65	1563	32.20	0.19
34797	69.3998	186.8819	10469	35.79	0.50	100127	10	69.46	187.11	10468	35.98	0.11
34803	69.3888	186.6082	10571	35.62	0.50	100127	10	69.46	187.11	10468	35.98	0.11
34814	57.5408	257.5871	7126	34.72	0.40	109092	1	57.54	257.59	7126	34.72	0.40
34833	69.4633	186.8170	10592	35.72	0.50	100127	10	69.46	187.11	10468	35.98	0.11
34836	68.3466	226.8524	4246	33.70	0.30	100490	5	68.38	226.82	4270	33.70	0.30
34844	50.6137	266.2238	8438	34.92	0.50	100313	6	50.56	265.91	8596	35.68	0.29
34851	12.1785	287.8383	13710	35.67	0.50	105295	1	12.18	287.84	13710	35.67	0.50
34864	66.0219	166.2708	3162	33.34	0.40	0	1	66.02	166.27	3162	33.34	0.40
34869	45.5629	133.8169	1308	31.63	0.30	0	1	45.56	133.82	1308	31.63	0.30
34870	69.3598	185.1709	2033	33.36	0.40	0	1	69.36	185.17	2033	33.36	0.40
34873	69.5439	186.8997	10128	36.34	0.40	100127	10	69.46	187.11	10468	35.98	0.11
34874	21.5317	284.1765	2884	34.79	0.40	0	1	21.53	284.18	2884	34.79	0.40
34887	64.8623	242.5317	1572	32.06	0.54	0	1	64.86	242.53	1572	32.06	0.54
34888	64.6511	243.1636	4182	34.17	0.40	0	1	64.65	243.16	4182	34.17	0.40
34917	68.5406	177.6527	1995	31.90	0.30	100783	4	68.38	174.70	2008	31.99	0.26
34922	22.8253	283.7608	3763	34.84	0.40	0	1	22.83	283.76	3763	34.84	0.40
34927	16.0271	286.5207	5205	34.33	0.40	112032	1	16.03	286.52	5205	34.33	0.40
34929	50.3961	137.9454	1013	32.15	0.30	0	1	50.40	137.95	1013	32.15	0.30
34935	66.9690	235.5881	1501	32.69	0.30	100023	16	66.58	232.39	1143	31.81	0.10
34943	16.6544	286.3329	5207	34.58	0.54	110793	1	16.65	286.33	5207	34.58	0.54
34971	60.9605	152.0792	792	31.66	0.30	0	1	60.96	152.08	792	31.66	0.30
34973	69.9343	188.0635	10344	35.83	0.50	100127	10	69.46	187.11	10468	35.98	0.11
34993	37.6441	276.7590	10418	35.83	0.50	107224	1	37.64	276.76	10418	35.83	0.50
34995	67.7546	233.0788	1285	31.95	0.30	100023	16	66.58	232.39	1143	31.81	0.10
34996	54.7582	262.6372	5632	35.25	0.40	108104	1	54.76	262.64	5632	35.25	0.40
35006	45.2298	271.8302	5038	34.25	0.16	109270	1	45.23	271.83	5038	34.25	0.16
35017	70.2161	215.3187	7685	35.47	0.40	100174	8	69.91	216.21	7759	35.47	0.40
35019	70.5990	208.2520	9971	35.91	0.40	102432	3	70.56	207.08	10022	35.91	0.40
35025	45.8403	133.7425	1574	32.23	0.30	112930	1	45.84	133.74	1574	32.23	0.30
35026	-15.1268	298.0282	5207	33.51	0.40	210374	1	-15.13	298.03	5207	33.51	0.40
35043	64.1788	246.4025	1059	31.25	0.30	111649	2	63.90	250.75	1040	31.36	0.21
35059	14.0201	287.6601	5466	33.76	0.50	110070	1	14.02	287.66	5466	33.76	0.50
35073	44.1995	272.9320	5382	33.22	0.40	100669	4	43.87	272.95	5207	33.22	0.40
35088	47.5490	270.4230	1866	32.16	0.17	100726	4	47.24	270.05	1827	32.11	0.16
35097	32.2829	280.0941	1939	31.54	0.30	110633	1	32.28	280.09	1939	31.54	0.30
35113	55.8673	143.3449	1846	31.70	0.30	100201	8	55.24	143.83	1809	32.43	0.13
35122	69.8856	183.0259	10220	36.03	0.50	100171	8	70.25	182.36	10383	35.67	0.25
35123	51.0872	138.0396	3471	34.49	0.40	101119	3	51.08	137.97	3591	34.49	0.40
35131	46.4376	271.5516	5722	35.06	0.50	109377	1	46.44	271.55	5722	35.06	0.50
35137	68.6981	230.9961	5333	34.60	0.40	0	1	68.70	231.00	5333	34.60	0.40
35140	12.3129	288.4889	5577	34.27	0.40	109310	1	12.31	288.49	5577	34.27	0.40
35164	66.1895	163.6606	768	31.31	0.30	100008	56	66.08	145.77	908	31.10	0.04
35174	62.0853	252.6941	6306	35.24	0.40	0	1	62.09	252.69	6306	35.24	0.40
35176	43.7229	273.8001	6617	34.83	0.50	109935	1	43.72	273.80	6617	34.83	0.50
35180	70.0871	183.3353	10290	35.25	0.50	100171	8	70.25	182.36	10383	35.67	0.25
35194	66.1373	242.5084	12293	36.01	0.40	0	1	66.14	242.51	12293	36.01	0.40
35196	64.6376	247.0253	3207	33.53	0.40	0	1	64.64	247.03	3207	33.53	0.40
35198	17.1508	286.8690	4176	33.93	0.50	110603	1	17.15	286.87	4176	33.93	0.50
35202	59.1400	147.5606	649	31.59	0.45	0	1	59.14	147.56	649	31.59	0.45
35241	30.1304	281.7279	7160	35.21	0.40	102836	2	30.15	281.73	7144	35.21	0.40
35249	56.7179	143.8159	1709	32.53	0.30	100201	8	55.24	143.83	1809	32.43	0.13
35286	37.3275	127.8364	-92	28.28	0.16	0	1	37.33	127.84	-92	28.28	0.16
35288	23.3743	284.7874	3019	32.83	0.30	102794	2	23.61	285.05	2999	32.78	0.26
35294	71.3204	212.7151	2738	33.30	0.30	110843	1	71.32	212.72	2738	33.30	0.30
35299	44.9008	273.7003	4952	33.26	0.50	108420	1	44.90	273.70	4952	33.26	0.50
35302	63.3680	251.4848	6311	34.69	0.40	100523	5	63.42	251.81	6269	34.88	0.20
35314	63.5788	251.1319	1718	32.90	0.30	112239	1	63.58	251.13	1718	32.90	0.30
35320	63.3847	251.6572	6310	35.10	0.40	100523	5	63.42	251.81	6269	34.88	0.20
35338	44.1278	274.4363	6545	35.15	0.50	109573	1	44.13	274.44	6545	35.15	0.50
35347	70.1264	227.0504	6265	34.76	0.30	101329	3	70.13	226.95	6268	34.76	0.30
35362	68.5550	236.1304	3893	34.07	0.40	112082	1	68.56	236.13	3893	34.07	0.40
35365	63.4042	252.0709	6224	35.04	0.40	100523	5	63.42	251.81	6269	34.88	0.20
35376	56.6392	143.2111	2428	33.08	0.30	112020	1	56.64	143.21	2428	33.08	0.30
35405	71.2984	217.6924	2804	32.90	0.30	112433	1	71.30	217.69	2804	32.90	0.30
35416	27.8911	283.3311	8922	35.42	0.40	108024	1	27.89	283.33	8922	35.42	0.40
35417	23.6316	285.0758	2980	32.64	0.50	102794	2	23.61	285.05	2999	32.78	0.26
35429	38.3754	278.3818	3552	33.11	0.50	111487	1	38.38	278.38	3552	33.11	0.50
35435	46.5804	273.2314	5308	33.85	0.50	101356	3	46.60	273.24	5296	34.48	0.35
35440	63.7855	252.0211	1018	31.47	0.30	111649	2	63.90	250.75	1040	31.36	0.21
35448	48.9794	271.4407	6717	35.01	0.50	100050	20	48.59	272.61	6325	34.69	0.15
35470	63.9291	251.9927	6136	34.70	0.40	100523	5	63.42	251.81	6269	34.88	0.20
35507	72.2162	203.6187	1583	31.39	0.54	0	1	72.22	203.62	1583	31.39	0.54
35517	71.3957	185.6902	6306	34.79	0.40	0	1	71.40	185.69	6306	34.79	0.40
35521	71.4611	221.0056	2914	33.09	0.30	0	1	71.46	221.01	2914	33.09	0.30
35539	29.4731	283.1293	1733	31.42	0.30	102382	2	29.47	283.14	1720	31.42	0.30
35540	44.3216	275.3620	2120	33.08	0.40	111967	1	44.32	275.36	2120	33.08	0.40
35569	70.6806	178.3095	2491	33.35	0.54	112823	1	70.68	178.31	2491	33.35	0.54
35577	19.0278	287.3259	4865	34.61	0.40	111665	1	19.03	287.33	4865	34.61	0.40
35579	57.8549	263.3620	5807	35.63	0.40	101273	3	57.58	263.78	5869	35.36	0.28
35581	57.5425	263.7924	5837	35.08	0.40	101273	3	57.58	263.78	5869	35.36	0.28
35601	52.2970	137.7043	3651	34.65	0.40	100675	4	52.95	137.72	3411	33.64	0.28
35604	48.2569	272.9685	6323	34.55	0.50	100050	20	48.59	272.61	6325	34.69	0.15
35608	41.4329	129.7851	1918	32.31	0.30	112841	1	41.43	129.79	1918	32.31	0.30
35613	63.2726	152.3380	10097	35.35	0.50	100232	7	63.54	151.94	9711	35.64	0.22
35622	70.6640	230.2292	6130	34.79	0.30	0	1	70.66	230.23	6130	34.79	0.30
35639	61.5849	258.2758	5370	34.60	0.40	110685	1	61.58	258.28	5370	34.60	0.40
35654	53.5633	268.6625	15584	36.29	0.50	102339	2	53.61	268.59	15630	36.26	0.35
35658	45.3025	275.3460	4995	33.95	0.50	110808	1	45.30	275.35	4995	33.95	0.50
35664	48.0989	273.3633	6414	34.30	0.40	100050	20	48.59	272.61	6325	34.69	0.15
35675	51.6699	136.9540	1271	31.11	0.30	0	1	51.67	136.95	1271	31.11	0.30
35676	64.8789	155.3789	865	30.65	0.30	100008	56	66.08	145.77	908	31.10	0.04
35679	72.2498	190.2711	6269	34.54	0.40	111108	1	72.25	190.27	6269	34.54	0.40
35684	63.2744	151.9034	251	28.13	0.20	0	1	63.27	151.90	251	28.13	0.20
35694	72.0572	220.5733	7147	34.61	0.40	109416	1	72.06	220.57	7147	34.61	0.40
35698	52.9055	138.0034	3319	32.63	0.40	100675	4	52.95	137.72	3411	33.64	0.28
35700	64.9884	252.1763	9165	36.00	0.40	0	1	64.99	252.18	9165	36.00	0.40
35704	43.1306	276.8856	3664	34.09	0.40	0	1	43.13	276.89	3664	34.09	0.40
35705	54.1452	268.4146	1605	32.33	0.54	0	1	54.15	268.41	1605	32.33	0.54
35720	63.4612	152.0240	9613	35.35	0.50	100232	7	63.54	151.94	9711	35.64	0.22
35725	71.0675	177.8234	6439	34.99	0.40	0	1	71.07	177.82	6439	34.99	0.40
35736	63.5031	151.9815	9541	35.49	0.50	100232	7	63.54	151.94	9711	35.64	0.22
35742	51.6404	271.0197	5015	34.15	0.40	110714	1	51.64	271.02	5015	34.15	0.40
35776	23.1806	286.3980	3224	33.21	0.40	112744	1	23.18	286.40	3224	33.21	0.40
35792	69.1270	240.8518	5442	34.47	0.40	0	1	69.13	240.85	5442	34.47	0.40
35797	58.9812	144.3775	1184	31.69	0.54	0	1	58.98	144.38	1184	31.69	0.54
35803	69.0789	241.2967	5121	35.05	0.40	0	1	69.08	241.30	5121	35.05	0.40
35818	14.8029	289.4024	10088	35.85	0.40	107995	1	14.80	289.40	10088	35.85	0.40
35833	22.5290	286.8181	2718	33.00	0.50	100764	4	22.74	287.04	2771	32.94	0.37
35839	57.4303	265.8169	5908	34.17	0.40	111427	1	57.43	265.82	5908	34.17	0.40
35841	72.8759	215.5019	9602	35.81	0.40	106913	1	72.88	215.50	9602	35.81	0.40
35853	11.9913	290.3852	5084	34.71	0.40	100314	6	11.99	290.75	5372	34.71	0.40
35856	59.3128	144.5567	224	28.62	0.20	113080	1	59.31	144.56	224	28.62	0.20
35862	12.5169	290.2442	6376	34.87	0.40	110569	1	12.52	290.24	6376	34.87	0.40
35869	45.2795	131.7423	2694	33.06	0.30	109667	1	45.28	131.74	2694	33.06	0.30
35878	66.4449	157.5688	229	27.54	0.16	0	1	66.44	157.57	229	27.54	0.16
35879	46.2973	275.8044	4241	34.65	0.50	111509	1	46.30	275.80	4241	34.65	0.50
35900	56.2745	140.6985	1216	32.64	0.30	100769	4	56.43	139.76	1233	32.06	0.16
35904	15.8152	289.2896	3222	33.71	0.40	0	1	15.82	289.29	3222	33.71	0.40
35908	63.6782	151.2197	11223	36.00	0.50	101772	2	63.64	151.35	11259	36.00	0.50
35913	71.6251	177.9548	1571	32.53	0.30	102361	2	72.29	176.50	1522	32.09	0.21
35915	58.1456	265.5147	1106	30.93	0.40	0	1	58.15	265.51	1106	30.93	0.40
35920	63.7411	151.2904	9646	36.12	0.50	100232	7	63.54	151.94	9711	35.64	0.22
35927	45.9931	276.2720	5026	34.61	0.40	111988	1	45.99	276.27	5026	34.61	0.40
35928	37.4510	281.0154	7120	35.55	0.40	110449	1	37.45	281.02	7120	35.59	0.31
35931	59.5868	144.5761	1290	31.64	0.30	100769	4	56.43	139.76	1233	32.06	0.16
35935	49.0888	274.1443	5916	33.60	0.50	100254	7	49.33	274.58	5779	34.93	0.22
35938	66.7825	250.4627	10336	36.08	0.40	107463	1	66.78	250.46	10336	36.08	0.40
35942	71.5076	231.7136	6209	34.96	0.30	100446	5	71.49	231.36	6445	34.96	0.30
35952	69.2180	242.9320	3959	34.23	0.30	112423	1	69.22	242.93	3959	34.04	0.24
35954	23.7061	286.7393	2810	32.88	0.54	100764	4	22.74	287.04	2771	32.94	0.37
35956	72.9798	219.0449	10211	36.60	0.40	106268	1	72.98	219.04	10211	36.60	0.40
35960	59.9050	263.5355	8788	35.06	0.40	0	1	59.90	263.54	8788	35.06	0.40
35962	27.5035	285.3660	8957	35.74	0.50	100262	7	27.69	285.40	9068	35.51	0.15
35966	69.1720	243.3212	4037	33.71	0.40	112423	1	69.17	243.32	4037	34.04	0.24
35973	71.7384	231.3937	7734	35.54	0.40	110012	1	71.74	231.39	7734	35.54	0.40
35978	72.5834	224.6308	6861	34.76	0.30	0	1	72.58	224.63	6861	34.76	0.30
35989	65.1935	254.8237	14911	36.78	0.40	0	1	65.19	254.82	14911	36.78	0.40
35991	69.9097	240.8808	1040	31.61	0.30	0	1	69.91	240.88	1040	31.61	0.30
35999	64.7494	152.7219	713	30.73	0.45	100008	56	66.08	145.77	908	31.10	0.04
36000	58.1207	142.3786	2277	32.92	0.40	111286	1	58.12	142.38	2277	32.92	0.40
36014	21.4670	287.7075	654	28.89	0.20	0	1	21.47	287.71	654	28.89	0.20
36026	42.1953	278.9707	6547	35.06	0.40	102113	2	42.31	279.10	6577	35.09	0.26
36028	28.0326	285.3837	8818	35.49	0.16	100262	7	27.69	285.40	9068	35.51	0.15
36029	72.3836	181.1445	1628	31.94	0.30	112915	1	72.38	181.14	1628	31.94	0.30
36038	36.4365	281.9272	7995	35.45	0.40	102661	2	36.53	282.03	8130	35.08	0.28
36045	46.0803	276.8020	5128	34.66	0.40	0	1	46.08	276.80	5128	34.66	0.40
36047	30.5086	284.4869	4126	34.69	0.40	111228	1	30.51	284.49	4126	34.69	0.40
36060	72.1576	229.9742	3358	33.63	0.40	0	1	72.16	229.97	3358	33.63	0.40
36061	56.6946	268.2291	6237	34.83	0.40	110324	1	56.69	268.23	6237	34.83	0.40
36068	72.0836	230.6260	7712	35.25	0.20	100005	61	73.06	234.22	6536	34.73	0.06
36079	73.0025	185.3910	1852	32.53	0.30	0	1	73.00	185.39	1852	32.53	0.30
36097	41.5994	279.6282	6613	34.66	0.40	109156	1	41.60	279.63	6613	34.66	0.40
36102	57.5997	267.5055	5418	34.52	0.40	110265	1	57.60	267.51	5418	34.52	0.40
36113	49.5434	274.7597	5624	34.94	0.50	100254	7	49.33	274.58	5779	34.93	0.22
36115	36.6325	282.1340	8089	34.72	0.40	102661	2	36.53	282.03	8130	35.08	0.28
36132	71.8316	233.8045	6777	34.68	0.30	100005	61	73.06	234.22	6536	34.73	0.06
36133	72.2057	231.1756	7766	35.99	0.40	100005	61	73.06	234.22	6536	34.73	0.06
36137	56.4021	140.0312	1145	31.92	0.40	100769	4	56.43	139.76	1233	32.06	0.16
36146	54.4182	138.0599	3475	34.54	0.40	112704	1	54.42	138.06	3475	34.54	0.40
36151	37.8903	281.6848	11534	35.93	0.50	106264	1	37.89	281.68	11534	35.93	0.50
36156	49.5728	274.9930	5524	34.64	0.50	100254	7	49.33	274.58	5779	34.93	0.22
36160	73.7065	191.5072	2752	33.96	0.54	102981	2	73.70	191.54	2689	33.96	0.54
36172	16.4674	289.7294	9796	35.16	0.40	100740	4	16.37	289.67	9790	35.44	0.26
36174	65.1163	256.7705	1982	31.64	0.54	112414	1	65.12	256.77	1982	31.64	0.54
36183	67.0514	252.5256	10270	35.67	0.40	0	1	67.05	252.53	10270	35.67	0.40
36192	56.1520	139.5712	1213	31.97	0.30	100769	4	56.43	139.76	1233	32.06	0.16
36220	16.5415	289.8601	9909	35.31	0.50	100740	4	16.37	289.67	9790	35.44	0.26
36224	72.4693	231.9073	6534	34.80	0.50	100005	61	73.06	234.22	6536	34.73	0.06
36232	72.9078	180.4097	1544	32.08	0.40	0	1	72.91	180.41	1544	32.08	0.40
36238	58.2914	141.6312	1383	31.69	0.30	113013	1	58.29	141.63	1383	31.69	0.30
36240	16.5989	289.9034	3180	33.48	0.40	111252	1	16.60	289.90	3180	33.48	0.40
36243	67.2201	252.9409	994	31.01	0.30	103119	2	67.22	252.76	986	31.01	0.30
36244	14.5959	290.5172	5428	34.03	0.50	111227	1	14.60	290.52	5428	34.03	0.50
36245	37.5526	282.2790	7108	35.35	0.40	109308	1	37.55	282.28	7108	35.35	0.40
36265	65.2900	151.9635	3084	34.03	0.40	111367	1	65.29	151.96	3084	34.03	0.40
36266	72.4223	176.1902	1466	31.66	0.30	102361	2	72.29	176.50	1522	32.09	0.21
36304	52.7127	273.5936	1696	32.80	0.24	111751	1	52.71	273.59	1696	32.80	0.24
36315	41.6884	280.6723	3704	33.46	0.40	111775	1	41.69	280.67	3704	33.46	0.40
36324	48.5435	276.7319	6724	35.69	0.50	110546	1	48.54	276.73	6724	35.69	0.50
36339	50.5208	275.4220	5814	34.95	0.50	110079	1	50.52	275.42	5814	34.95	0.50
36343	62.2902	146.2693	974	31.31	0.30	100008	56	66.08	145.77	908	31.10	0.04
36349	72.7280	233.1786	5971	34.78	0.30	100005	61	73.06	234.22	6536	34.73	0.06
36354	50.7938	275.2943	6717	34.14	0.40	110787	1	50.79	275.29	6717	34.14	0.40
36358	56.2506	270.7390	14214	36.42	0.50	101443	2	56.67	270.66	13785	36.42	0.50
36365	65.6454	257.9094	6537	34.76	0.40	100437	5	65.70	258.29	6322	34.61	0.23
36371	72.7598	233.5649	6330	34.27	0.30	100005	61	73.06	234.22	6536	34.73	0.06
36381	70.3546	164.3613	5172	34.36	0.54	0	1	70.35	164.36	5172	34.36	0.54
36383	24.5616	287.8033	15183	36.63	0.50	100316	6	24.19	287.46	15007	36.55	0.22
36386	39.1133	127.6987	1686	32.51	0.54	0	1	39.11	127.70	1686	32.51	0.54
36389	74.2583	220.7947	6816	34.73	0.40	109397	1	74.26	220.79	6816	34.73	0.40
36409	46.8088	278.2294	4783	34.52	0.40	100938	3	46.73	278.30	5019	34.11	0.31
36417	46.7122	278.3218	4948	33.48	0.50	100938	3	46.73	278.30	5019	34.11	0.31
36428	67.1332	255.2294	6098	34.65	0.40	100161	9	66.62	255.58	6152	34.40	0.17
36430	40.8354	281.5086	9586	36.23	0.50	0	1	40.84	281.51	9586	36.23	0.50
36431	70.9865	243.4739	6543	34.30	0.30	109417	1	70.99	243.47	6543	34.30	0.30
36441	66.6714	256.3586	6060	34.91	0.40	100161	9	66.62	255.58	6152	34.40	0.17
36450	65.7540	258.3519	5981	34.15	0.40	100437	5	65.70	258.29	6322	34.61	0.23
36466	72.9513	234.1516	6717	35.64	0.45	100005	61	73.06	234.22	6536	34.73	0.06
36469	72.9982	234.2248	6316	35.02	0.46	100005	61	73.06	234.22	6536	34.73	0.06
36475	67.2070	255.5047	5913	33.92	0.30	100161	9	66.62	255.58	6152	34.40	0.17
36476	72.9420	234.4208	6340	34.83	0.50	100005	61	73.06	234.22	6536	34.73	0.06
36487	72.9878	234.2911	6235	35.10	0.46	100005	61	73.06	234.22	6536	34.73	0.06
36493	55.0589	137.5267	2456	33.38	0.30	111945	1	55.06	137.53	2456	33.38	0.30
36513	41.8370	281.3276	9933	36.61	0.50	0	1	41.84	281.33	9933	36.61	0.50
36516	73.0655	234.3129	6377	35.33	0.50	100005	61	73.06	234.22	6536	34.73	0.06
36531	32.1340	285.5210	8608	35.73	0.40	0	1	32.13	285.52	8608	35.73	0.40
36547	67.3242	255.8366	6190	33.64	0.40	100161	9	66.62	255.58	6152	34.40	0.17
36580	57.0981	271.1124	8532	35.22	0.40	101001	3	57.06	271.27	8313	34.79	0.31
36581	50.2189	276.7131	5705	34.29	0.50	102449	2	50.21	276.76	5681	34.29	0.50
36582	72.9197	236.0949	5479	34.78	0.40	100005	61	73.06	234.22	6536	34.73	0.06
36588	17.1620	290.5076	6657	35.59	0.50	100295	6	17.16	290.66	9959	35.76	0.25
36603	73.0415	235.6776	6469	34.80	0.50	100005	61	73.06	234.22	6536	34.73	0.06
36604	73.2121	234.6120	5087	34.83	0.30	100005	61	73.06	234.22	6536	34.73	0.06
36605	64.8322	261.1441	5903	34.69	0.40	108594	1	64.83	261.14	5903	34.69	0.40
36606	73.0383	235.7274	6474	34.80	0.46	100005	61	73.06	234.22	6536	34.73	0.06
36607	65.6179	259.7792	4485	34.01	0.40	109209	1	65.62	259.78	4485	34.01	0.40
36608	73.8535	230.0699	7818	34.04	0.40	100005	61	73.06	234.22	6536	34.73	0.06
36618	57.0562	271.3661	8248	34.12	0.50	101001	3	57.06	271.27	8313	34.79	0.31
36643	49.4746	277.4438	1715	31.81	0.30	112945	1	49.47	277.44	1715	31.81	0.30
36652	17.6970	290.4711	10390	35.96	0.50	100295	6	17.16	290.66	9959	35.76	0.25
36653	75.0615	192.8066	1813	31.03	0.40	112994	1	75.06	192.81	1813	31.03	0.40
36659	66.2043	259.0335	6267	34.92	0.40	100437	5	65.70	258.29	6322	34.61	0.23
36660	58.8923	140.8461	1154	31.44	0.30	0	1	58.89	140.85	1154	31.44	0.30
